resp_var
10.0
100.0
60.0
77.0
79.0
78.0
70.0
14.0
5.0
3.0
5.0
2.0
5.0
50.0
3.0
23.0
20.0
21.0
2.0
56.0
56.0
32.0
41.0
24.0
92.0
77.0
5.0
3.0
65.0
2.0
62.0
25.0
4.0
83.0
26.0
4.0
88.0
62.0
34.0
5.0
69.0
34.0
24.0
47.0
37.0
42.0
50.0
75.0
74.0
22.0
18.0
36.0
20.0
15.0
36.0
2.0
12.0
4.0
97.0
42.0
48.0
76.0
78.0
47.0
73.0
1.0
38.0
122.0
17.0
155.0
23.0
48.0
5.0
94.0
58.0
22.0
10.0
17.0
34.0
55.0
2.0
107.0
64.0
0.0
2.0
32.0
16.0
33.0
3.0
39.0
29.0
3.0
19.0
5.0
14.0
19.0
1.0
25.0
120.0
36.0
42.0
25.0
22.0
38.0
2.0
7.0
121.0
4.0
2.0
91.0
57.0
45.0
199.0
62.0
2.0
23.0
52.0
139.0
93.0
11.0
48.0
13.0
108.0
43.0
9.0
4.0
11.0
55.0
29.0
49.0
26.0
80.0
3.0
7.0
5.0
35.0
100.0
1.0
54.0
43.0
4.0
9.0
0.0
0.0
48.0
99.0
40.0
11.0
74.0
16.0
10.0
5.0
108.0
3.0
94.0
40.0
26.0
16.0
33.0
154.0
43.0
3.0
6.0
0.0
47.0
48.0
27.0
7.0
20.0
17.0
13.0
53.0
30.0
17.0
10.0
69.0
13.0
86.0
52.0
4.0
45.0
45.0
35.0
50.0
57.0
6.0
6.0
29.0
34.0
9.0
13.0
26.0
70.0
59.0
3.0
1.0
12.0
40.0
8.0
19.0
0.0
68.0
86.0
41.0
43.0
29.0
43.0
3.0
11.0
25.0
123.0
13.0
28.0
64.0
29.0
29.0
44.0
95.0
25.0
19.0
26.0
16.0
13.0
59.0
33.0
2.0
63.0
167.0
27.0
15.0
102.0
26.0
96.0
27.0
1.0
117.0
37.0
34.0
34.0
89.0
71.0
14.0
12.0
8.0
3.0
39.0
52.0
54.0
4.0
31.0
48.0
98.0
58.0
3.0
66.0
6.0
116.0
31.0
8.0
80.0
20.0
32.0
20.0
130.0
53.0
126.0
43.0
182.0
32.0
22.0
60.0
119.0
3.0
19.0
23.0
33.0
96.0
13.0
93.0
54.0
2.0
48.0
4.0
164.0
2.0
30.0
55.0
26.0
21.0
33.0
10.0
35.0
26.0
67.0
72.0
1.0
0.0
77.0
4.0
0.0
37.0
65.0
25.0
6.0
108.0
76.0
8.0
8.0
70.0
45.0
5.0
54.0
7.0
29.0
49.0
64.0
22.0
31.0
62.0
66.0
10.0
49.0
5.0
54.0
4.0
5.0
48.0
0.0
103.0
85.0
96.0
3.0
83.0
36.0
46.0
7.0
0.0
120.0
57.0
1.0
2.0
28.0
60.0
9.0
42.0
141.0
6.0
12.0
16.0
10.0
127.0
52.0
50.0
29.0
54.0
49.0
35.0
68.0
44.0
2.0
65.0
47.0
23.0
46.0
1.0
19.0
31.0
15.0
15.0
26.0
1.0
91.0
13.0
33.0
73.0
42.0
142.0
30.0
26.0
59.0
79.0
2.0
102.0
26.0
23.0
29.0
119.0
13.0
0.0
12.0
105.0
31.0
5.0
92.0
115.0
35.0
41.0
18.0
61.0
45.0
18.0
95.0
27.0
67.0
31.0
3.0
2.0
4.0
28.0
89.0
10.0
20.0
47.0
12.0
5.0
0.0
32.0
28.0
4.0
16.0
28.0
28.0
35.0
7.0
7.0
38.0
53.0
49.0
3.0
23.0
84.0
39.0
53.0
58.0
93.0
47.0
53.0
5.0
10.0
8.0
12.0
7.0
130.0
10.0
6.0
31.0
35.0
31.0
2.0
49.0
26.0
0.0
1.0
56.0
64.0
3.0
1.0
32.0
8.0
118.0
118.0
42.0
6.0
41.0
7.0
37.0
24.0
76.0
35.0
10.0
53.0
24.0
3.0
91.0
6.0
18.0
43.0
92.0
92.0
6.0
3.0
99.0
3.0
79.0
88.0
24.0
38.0
26.0
65.0
5.0
15.0
38.0
20.0
10.0
4.0
25.0
28.0
0.0
9.0
45.0
29.0
70.0
7.0
6.0
10.0
7.0
27.0
101.0
115.0
14.0
131.0
48.0
1.0
78.0
34.0
19.0
4.0
29.0
6.0
10.0
13.0
53.0
21.0
128.0
67.0
38.0
66.0
14.0
8.0
94.0
24.0
56.0
11.0
33.0
57.0
132.0
2.0
24.0
6.0
14.0
48.0
109.0
5.0
27.0
27.0
113.0
53.0
96.0
2.0
9.0
14.0
6.0
114.0
5.0
24.0
39.0
120.0
34.0
1.0
172.0
8.0
100.0
70.0
79.0
41.0
3.0
25.0
71.0
26.0
5.0
5.0
4.0
99.0
14.0
3.0
6.0
87.0
7.0
135.0
9.0
31.0
84.0
6.0
11.0
7.0
57.0
0.0
47.0
32.0
72.0
57.0
1.0
24.0
7.0
38.0
48.0
48.0
68.0
33.0
19.0
17.0
42.0
55.0
89.0
3.0
1.0
56.0
7.0
94.0
62.0
46.0
39.0
46.0
71.0
54.0
5.0
27.0
44.0
120.0
71.0
67.0
114.0
37.0
6.0
108.0
9.0
97.0
30.0
23.0
29.0
0.0
9.0
25.0
25.0
53.0
1.0
54.0
90.0
44.0
26.0
4.0
0.0
7.0
6.0
25.0
34.0
30.0
55.0
45.0
88.0
37.0
33.0
127.0
38.0
46.0
41.0
39.0
49.0
87.0
6.0
4.0
11.0
29.0
56.0
30.0
68.0
106.0
107.0
29.0
3.0
22.0
29.0
17.0
95.0
5.0
40.0
40.0
27.0
81.0
27.0
21.0
17.0
27.0
107.0
46.0
1.0
24.0
13.0
15.0
63.0
8.0
41.0
51.0
56.0
2.0
37.0
36.0
50.0
29.0
57.0
37.0
76.0
13.0
0.0
6.0
24.0
5.0
8.0
7.0
32.0
7.0
1.0
7.0
48.0
7.0
83.0
28.0
17.0
18.0
17.0
38.0
38.0
37.0
45.0
112.0
78.0
63.0
139.0
15.0
26.0
121.0
38.0
32.0
51.0
7.0
100.0
2.0
9.0
13.0
3.0
50.0
18.0
28.0
58.0
9.0
9.0
2.0
46.0
10.0
0.0
3.0
100.0
6.0
65.0
8.0
3.0
56.0
25.0
40.0
103.0
42.0
14.0
2.0
28.0
14.0
64.0
1.0
33.0
41.0
43.0
13.0
63.0
44.0
75.0
83.0
5.0
56.0
26.0
53.0
3.0
154.0
35.0
7.0
33.0
58.0
49.0
7.0
30.0
12.0
56.0
54.0
19.0
10.0
51.0
30.0
6.0
0.0
9.0
83.0
47.0
31.0
39.0
19.0
21.0
20.0
43.0
1.0
46.0
44.0
0.0
4.0
88.0
38.0
30.0
12.0
4.0
65.0
90.0
21.0
42.0
15.0
1.0
33.0
65.0
86.0
35.0
42.0
19.0
1.0
41.0
66.0
37.0
29.0
37.0
55.0
28.0
20.0
36.0
0.0
22.0
8.0
35.0
25.0
32.0
50.0
19.0
28.0
91.0
45.0
58.0
10.0
4.0
0.0
122.0
32.0
98.0
17.0
2.0
23.0
2.0
9.0
27.0
50.0
17.0
1.0
3.0
2.0
57.0
14.0
27.0
19.0
35.0
119.0
28.0
80.0
131.0
13.0
77.0
0.0
24.0
105.0
105.0
34.0
1.0
31.0
26.0
4.0
59.0
65.0
83.0
0.0
1.0
41.0
32.0
16.0
16.0
0.0
17.0
2.0
23.0
66.0
58.0
7.0
21.0
33.0
22.0
38.0
192.0
36.0
71.0
118.0
36.0
12.0
13.0
28.0
65.0
9.0
28.0
0.0
86.0
8.0
73.0
0.0
16.0
3.0
108.0
67.0
22.0
0.0
5.0
39.0
28.0
28.0
2.0
86.0
83.0
3.0
0.0
40.0
87.0
37.0
61.0
2.0
30.0
86.0
14.0
75.0
58.0
3.0
40.0
26.0
47.0
68.0
37.0
87.0
41.0
17.0
116.0
56.0
42.0
23.0
15.0
98.0
61.0
63.0
112.0
61.0
27.0
58.0
0.0
85.0
35.0
7.0
45.0
31.0
1.0
60.0
96.0
48.0
1.0
30.0
34.0
8.0
21.0
35.0
38.0
3.0
0.0
28.0
64.0
15.0
2.0
95.0
69.0
8.0
12.0
88.0
28.0
29.0
17.0
26.0
1.0
37.0
4.0
127.0
5.0
67.0
35.0
211.0
74.0
54.0
95.0
60.0
18.0
50.0
8.0
27.0
68.0
26.0
28.0
32.0
55.0
107.0
0.0
58.0
32.0
5.0
81.0
30.0
5.0
52.0
11.0
2.0
11.0
60.0
36.0
65.0
157.0
9.0
29.0
75.0
73.0
8.0
36.0
43.0
4.0
52.0
21.0
91.0
32.0
23.0
45.0
84.0
34.0
41.0
59.0
72.0
84.0
4.0
2.0
8.0
23.0
15.0
5.0
44.0
22.0
76.0
6.0
50.0
95.0
33.0
4.0
0.0
30.0
45.0
37.0
76.0
112.0
102.0
30.0
81.0
3.0
150.0
119.0
159.0
76.0
80.0
36.0
67.0
88.0
1.0
1.0
7.0
0.0
35.0
57.0
12.0
43.0
16.0
7.0
29.0
3.0
36.0
47.0
73.0
28.0
25.0
14.0
9.0
10.0
1.0
122.0
18.0
41.0
22.0
35.0
4.0
54.0
69.0
33.0
0.0
51.0
108.0
33.0
72.0
10.0
70.0
17.0
12.0
23.0
35.0
6.0
35.0
25.0
1.0
12.0
13.0
16.0
12.0
90.0
67.0
27.0
36.0
31.0
51.0
9.0
93.0
101.0
4.0
23.0
164.0
21.0
16.0
61.0
6.0
9.0
31.0
5.0
29.0
31.0
36.0
25.0
98.0
49.0
38.0
47.0
21.0
18.0
4.0
44.0
41.0
1.0
65.0
92.0
104.0
28.0
48.0
40.0
12.0
107.0
39.0
2.0
56.0
7.0
1.0
3.0
94.0
21.0
16.0
32.0
3.0
32.0
22.0
48.0
9.0
12.0
46.0
47.0
14.0
4.0
113.0
92.0
49.0
27.0
129.0
69.0
16.0
33.0
17.0
47.0
14.0
54.0
47.0
109.0
18.0
60.0
0.0
48.0
6.0
0.0
0.0
44.0
46.0
11.0
61.0
18.0
5.0
106.0
9.0
31.0
27.0
0.0
30.0
2.0
17.0
49.0
45.0
178.0
32.0
86.0
9.0
30.0
28.0
4.0
0.0
16.0
35.0
53.0
3.0
1.0
62.0
5.0
20.0
47.0
17.0
118.0
86.0
27.0
24.0
1.0
9.0
66.0
4.0
53.0
35.0
39.0
45.0
25.0
51.0
83.0
31.0
36.0
100.0
24.0
39.0
47.0
22.0
42.0
98.0
20.0
121.0
9.0
37.0
76.0
24.0
0.0
7.0
97.0
23.0
18.0
40.0
120.0
44.0
9.0
14.0
52.0
20.0
9.0
15.0
50.0
33.0
23.0
43.0
46.0
6.0
0.0
73.0
9.0
78.0
7.0
56.0
59.0
1.0
1.0
19.0
17.0
32.0
61.0
30.0
64.0
41.0
64.0
69.0
1.0
59.0
28.0
46.0
26.0
44.0
66.0
26.0
10.0
39.0
57.0
57.0
48.0
2.0
3.0
30.0
2.0
21.0
8.0
16.0
173.0
29.0
33.0
59.0
57.0
24.0
47.0
58.0
26.0
104.0
48.0
0.0
3.0
10.0
57.0
104.0
71.0
129.0
39.0
7.0
44.0
49.0
7.0
43.0
4.0
14.0
61.0
24.0
3.0
4.0
1.0
46.0
53.0
50.0
10.0
31.0
2.0
3.0
45.0
1.0
77.0
30.0
26.0
28.0
67.0
14.0
47.0
95.0
1.0
13.0
20.0
7.0
2.0
37.0
60.0
71.0
84.0
73.0
15.0
38.0
79.0
1.0
30.0
0.0
44.0
15.0
71.0
66.0
39.0
33.0
53.0
60.0
67.0
4.0
2.0
85.0
44.0
6.0
43.0
35.0
22.0
54.0
24.0
2.0
6.0
6.0
2.0
14.0
32.0
1.0
43.0
10.0
2.0
19.0
7.0
76.0
25.0
49.0
15.0
35.0
7.0
40.0
22.0
37.0
43.0
6.0
17.0
5.0
2.0
25.0
46.0
20.0
60.0
23.0
63.0
45.0
41.0
19.0
29.0
33.0
36.0
74.0
28.0
14.0
49.0
47.0
34.0
3.0
3.0
15.0
33.0
60.0
21.0
21.0
57.0
8.0
42.0
57.0
76.0
28.0
11.0
85.0
6.0
36.0
60.0
14.0
1.0
111.0
37.0
8.0
23.0
57.0
62.0
74.0
59.0
0.0
0.0
5.0
33.0
69.0
124.0
85.0
79.0
4.0
26.0
22.0
0.0
35.0
53.0
58.0
41.0
0.0
2.0
6.0
30.0
17.0
0.0
3.0
0.0
70.0
0.0
69.0
43.0
25.0
5.0
63.0
63.0
50.0
26.0
76.0
104.0
72.0
22.0
31.0
19.0
2.0
68.0
4.0
41.0
16.0
28.0
27.0
18.0
87.0
27.0
26.0
26.0
12.0
18.0
101.0
76.0
115.0
4.0
106.0
66.0
99.0
99.0
47.0
6.0
101.0
10.0
21.0
31.0
10.0
4.0
94.0
84.0
15.0
13.0
24.0
0.0
2.0
73.0
0.0
20.0
79.0
8.0
0.0
19.0
74.0
75.0
24.0
91.0
34.0
9.0
40.0
96.0
55.0
91.0
121.0
35.0
18.0
91.0
8.0
99.0
57.0
7.0
11.0
0.0
6.0
27.0
5.0
33.0
79.0
49.0
56.0
28.0
38.0
26.0
59.0
46.0
2.0
35.0
5.0
48.0
9.0
42.0
24.0
70.0
11.0
87.0
1.0
27.0
50.0
2.0
56.0
0.0
7.0
1.0
3.0
6.0
42.0
51.0
105.0
37.0
119.0
45.0
43.0
16.0
107.0
4.0
16.0
17.0
40.0
1.0
73.0
8.0
56.0
23.0
23.0
6.0
7.0
2.0
4.0
48.0
3.0
