,match_id,bowler,over_1_f,over_2_f,over_3_f,over_4_f,over_5_f,over_6_f,over_7_f,over_8_f,over_9_f,over_10_f,over_11_f,over_12_f,over_13_f,over_14_f,over_15_f,over_16_f,over_17_f,over_18_f,over_19_f,over_20_f
140,524926,SJ Coyte (2),0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
141,524926,SM Harwood,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
142,524926,SW Tait,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
143,524926,Shahid Afridi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
144,524927,B Laughlin,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
145,524927,CH Gayle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,524927,FH Edwards,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
147,524927,JJ Krejza,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148,524927,LA Doran,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149,524927,LR Butterworth,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
150,524927,MJ Johnston,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,524927,Naved-ul-Hasan,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
152,524927,SA Abbott,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
153,524927,SJ Coyte (2),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
154,524927,XJ Doherty,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
155,524928,AB McDonald,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
156,524928,Abdul Razzaq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,524928,B Lee,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
158,524928,DJ Bravo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
159,524928,DJ Thornely,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,524928,DP Nannes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,524928,GJ Maxwell,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
162,524928,JR Hazlewood,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,524928,SCG MacGill,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
164,524928,SM Harwood,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
165,524928,SPD Smith,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
166,524928,SW Tait,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
167,524928,Shahid Afridi,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
168,524930,BM Edmondson,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
169,524930,CJ McKay,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
170,524930,DJ Hussey,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,524930,GB Hogg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
172,524930,JM Bird,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
173,524930,JP Faulkner,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
174,524930,LJ Wright,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,524930,MA Beer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,524930,MR Marsh,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
177,524930,NJ Rimmington,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
178,524930,NM Coulter-Nile,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
179,524930,SK Warne,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
180,524933,B Lee,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,524933,CH Gayle,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
182,524933,FH Edwards,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
183,524933,LA Doran,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,524933,LR Butterworth,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
185,524933,MA Starc,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,524933,SA Abbott,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
187,524933,SJ Coyte (2),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
188,524934,AC Thomas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
189,524934,AW O'Brien,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
190,524934,BG Drew,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
191,524934,BM Edmondson,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
192,524934,DJ Harris,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,524934,DR Salpietro,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
194,524934,GB Hogg,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
195,524934,JM Muirhead,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
196,524934,MA Beer,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
197,524934,MR Marsh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,524934,NJ Rimmington,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
199,524934,NM Coulter-Nile,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,524935,B Laughlin,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
201,524935,CJ McKay,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
202,524935,DJ Hussey,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
203,524935,JM Bird,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,524935,JP Faulkner,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
205,524935,MG Hogan,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
206,524935,MJ Johnston,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,524935,Naved-ul-Hasan,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
208,524935,RJG Lockyear,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
209,524935,SK Warne,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
210,524935,XJ Doherty,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
211,524936,AC Thomas,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
212,524936,AW O'Brien,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
213,524936,B Lee,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,524936,BG Drew,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
215,524936,DJ Thornely,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,524936,DR Salpietro,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
217,524936,KW Richardson,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
218,524936,MC Henriques,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,524936,NL McCullum,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,524936,SCG MacGill,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
221,524936,SNJ O'Keefe,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
222,524936,SPD Smith,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
223,524938,AC McDermott,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
224,524938,AK Heal,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
225,524938,Abdul Razzaq,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
