,match_id,player,season,resp_var,team,season_fp_lag1,avg_season_fp_lag1,max_season_fp_lag1,min_season_fp_lag1,med_season_fp_lag1,sd_season_fp_lag1,match_cnt_lag1,season_fp_lag2,avg_season_fp_lag2,max_season_fp_lag2,min_season_fp_lag2,med_season_fp_lag2,sd_season_fp_lag2,match_cnt_lag2,season_fp_lag3,avg_season_fp_lag3,max_season_fp_lag3,min_season_fp_lag3,med_season_fp_lag3,sd_season_fp_lag3,match_cnt_lag3,Home_f,over_1_f,over_2_f,over_3_f,over_4_f,over_5_f,over_6_f,over_7_f,over_8_f,over_9_f,over_10_f,over_11_f,over_12_f,over_13_f,over_14_f,over_15_f,over_16_f,over_17_f,over_18_f,over_19_f,over_20_f,innings,prev_game_fp,last_2g_avg_fp,curr_seas_total_fp,curr_seas_avg_fp,curr_seas_max_fp,curr_seas_min_fp,curr_seas_std_fp,last_3g_avg_fp,rank,opp_Adelaide Strikers,opp_Brisbane Heat,opp_Hobart Hurricanes,opp_Melbourne Renegades,opp_Melbourne Stars,opp_Perth Scorchers,opp_Sydney Sixers,opp_Sydney Thunder,venue_Adelaide Oval,venue_GABBA,venue_Hobart,venue_Marvel,venue_Melbourne Cricket Ground,venue_Other,venue_Perth Stadium,venue_SCG,venue_Sydney Showground,rank_group_High,rank_group_Low,rank_group_Middle,bat_position_1.0,bat_position_2.0,bat_position_3.0,bat_position_4.0,bat_position_5.0,bat_position_6.0,bat_position_7.0,bat_position_8.0,bat_position_9.0,bat_position_10.0,bat_position_11.0,bat_position_DNB,Home_Adelaide Strikers,Home_Melbourne Stars,Home_Melbourne Renegades,Home_Brisbane Heat,Home_Perth Scorchers,Home_Sydney Sixers,Home_Sydney Thunder,Home_Hobart Hurricanes
7420,1226867.0,AM Hardie,10,2.0,Perth Scorchers,,,,,,,,54.0,27.0,53.0,1.0,27.0,36.76955262170047,2.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.0,16.0,27.5,279.0,25.363636363636363,46.0,1.0,17.41420527771926,33.333333333333336,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7421,1226867.0,B Stanlake,10,73.0,Melbourne Stars,202.0,18.363636363636363,55.0,0.0,13.0,17.089603431751875,11.0,396.0,36.0,86.0,4.0,27.0,26.69082239272518,11.0,494.0,49.4,68.0,15.0,52.5,18.234277854877853,10.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,46.0,37.0,333.0,37.0,102.0,3.0,28.244468484997203,39.66666666666666,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7422,1226867.0,C Munro,10,54.0,Perth Scorchers,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.0,34.0,20.5,416.0,41.6,112.0,0.0,40.37105673898346,42.66666666666666,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423,1226867.0,CD Hinchliffe,10,0.0,Melbourne Stars,301.0,30.1,98.0,1.0,18.0,37.22140960970357,10.0,65.0,21.666666666666668,60.0,0.0,5.0,33.291640592396966,3.0,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,32.0,64.0,32.0,40.0,24.0,11.31370849898476,32.0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7424,1226867.0,CT Bancroft,10,20.0,Perth Scorchers,390.0,30.0,71.0,0.0,29.0,24.031229681395832,13.0,408.0,37.09090909090909,112.0,0.0,24.0,37.692053659769044,11.0,234.0,46.8,90.0,1.0,49.0,38.7840173267288,5.0,0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,63.0,15.75,44.0,1.0,19.822125684867068,6.333333333333333,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,1226867.0,GJ Maxwell,10,1.0,Melbourne Stars,912.0,57.0,136.0,5.0,55.5,38.59879100006459,16.0,593.0,45.61538461538461,140.0,0.0,48.0,38.50874026663398,13.0,484.0,53.77777777777778,119.0,1.0,54.0,40.242321558832124,9.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45.0,70.5,602.0,66.88888888888889,130.0,0.0,49.29108551362114,57.333333333333336,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7426,1226867.0,HWR Cartwright,10,-1.0,Melbourne Stars,320.0,40.0,84.0,7.0,34.5,28.5457027038597,8.0,193.0,17.545454545454547,68.0,0.0,12.0,21.200771855588826,11.0,325.0,29.545454545454547,95.0,0.0,23.0,30.28981226869403,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,37.0,50.0,323.0,35.888888888888886,63.0,8.0,19.95272189730291,38.333333333333336,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7427,1226867.0,JA Richardson,10,22.0,Perth Scorchers,795.0,56.785714285714285,124.0,7.0,54.0,33.06445586665902,14.0,340.0,68.0,139.0,26.0,52.0,42.79602785306132,5.0,312.0,39.0,68.0,6.0,46.0,21.567170819160708,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,56.5,785.0,71.36363636363636,164.0,26.0,42.1337696563522,57.0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7428,1226867.0,JM Clarke,10,59.0,Perth Scorchers,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.0,35.0,17.5,35.0,17.5,35.0,0.0,24.748737341529164,17.5,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7429,1226867.0,JP Inglis,10,7.0,Perth Scorchers,660.0,47.142857142857146,103.0,5.0,42.5,30.744248099584276,14.0,162.0,40.5,80.0,9.0,36.5,31.649117944528353,4.0,11.0,3.6666666666666665,7.0,2.0,2.0,2.8867513459481287,3.0,0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,401.0,36.45454545454545,107.0,2.0,35.01532132185463,7.0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
