,player,match_id,innings,bat_position
2,MN Samuels,571245.0,2.0,3.0
3,BJ Rohrer,571245.0,2.0,4.0
4,TLW Cooper,571245.0,2.0,5.0
5,WD Sheridan,571245.0,2.0,6.0
0,DLR Smith,571247.0,1.0,1.0
1,SNJ O'Keefe,571247.0,1.0,2.0
2,BJ Haddin,571247.0,1.0,3.0
3,SPD Smith,571247.0,1.0,4.0
4,MC Henriques,571247.0,1.0,5.0
5,BMAJ Mendis,571247.0,1.0,6.0
6,DJ Thornely,571247.0,1.0,7.0
7,B Lee,571247.0,1.0,8.0
0,M Klinger,571247.0,2.0,1.0
1,TP Ludeman,571247.0,2.0,2.0
2,MJ Johnston,571247.0,2.0,3.0
0,RJ Quiney,571249.0,1.0,1.0
1,BJ Hodge,571249.0,1.0,2.0
2,JP Faulkner,571249.0,1.0,3.0
3,DJ Hussey,571249.0,1.0,4.0
4,CL White,571249.0,1.0,5.0
5,GJ Maxwell,571249.0,1.0,6.0
6,PSP Handscomb,571249.0,1.0,7.0
7,JW Hastings,571249.0,1.0,8.0
8,CA Rose,571249.0,1.0,9.0
0,M Klinger,571249.0,2.0,1.0
1,TP Ludeman,571249.0,2.0,2.0
2,CJ Ferguson,571249.0,2.0,3.0
3,NJ Reardon,571249.0,2.0,4.0
4,KA Pollard,571249.0,2.0,5.0
5,MJ Johnston,571249.0,2.0,6.0
0,CH Gayle,571250.0,1.0,1.0
1,CJL Rogers,571250.0,1.0,2.0
2,MJ Prior,571250.0,1.0,3.0
3,UT Khawaja,571250.0,1.0,4.0
4,SA Abbott,571250.0,1.0,5.0
5,RGL Carters,571250.0,1.0,6.0
6,SJC Keen,571250.0,1.0,7.0
7,SJ Coyte (2),571250.0,1.0,8.0
8,CP Tremain,571250.0,1.0,9.0
9,A Zampa,571250.0,1.0,10.0
10,DP Nannes,571250.0,1.0,11.0
0,JR Hopes,571250.0,2.0,1.0
1,LA Pomersbach,571250.0,2.0,2.0
2,JA Burns,571250.0,2.0,3.0
3,DT Christian,571250.0,2.0,4.0
4,CA Lynn,571250.0,2.0,5.0
5,NLTC Perera,571250.0,2.0,6.0
6,PJ Forrest,571250.0,2.0,7.0
0,SE Marsh,571251.0,1.0,1.0
1,HH Gibbs,571251.0,1.0,2.0
2,AC Voges,571251.0,1.0,3.0
3,NM Coulter-Nile,571251.0,1.0,4.0
4,TIF Triffitt,571251.0,1.0,5.0
0,AJ Finch,571251.0,2.0,1.0
1,DJ Harris,571251.0,2.0,2.0
2,MN Samuels,571251.0,2.0,3.0
3,BJ Rohrer,571251.0,2.0,4.0
4,TLW Cooper,571251.0,2.0,5.0
5,PM Nevill,571251.0,2.0,6.0
6,WD Sheridan,571251.0,2.0,7.0
7,NJ Rimmington,571251.0,2.0,8.0
8,AW O'Brien,571251.0,2.0,9.0
9,DJ Pattinson,571251.0,2.0,10.0
10,M Muralitharan,571251.0,2.0,11.0
0,CH Gayle,571252.0,1.0,1.0
1,CJL Rogers,571252.0,1.0,2.0
2,MJ Prior,571252.0,1.0,3.0
3,UT Khawaja,571252.0,1.0,4.0
4,SA Abbott,571252.0,1.0,5.0
5,RGL Carters,571252.0,1.0,6.0
6,SJC Keen,571252.0,1.0,7.0
7,SJ Coyte (2),571252.0,1.0,8.0
0,NJ Maddinson,571252.0,2.0,1.0
1,MJ Lumb,571252.0,2.0,2.0
2,DP Hughes,571252.0,2.0,3.0
3,BJ Haddin,571252.0,2.0,4.0
4,SPD Smith,571252.0,2.0,5.0
5,MC Henriques,571252.0,2.0,6.0
6,SNJ O'Keefe,571252.0,2.0,7.0
7,B Lee,571252.0,2.0,8.0
0,CH Gayle,571256.0,1.0,1.0
1,SJC Keen,571256.0,1.0,2.0
2,MJ Prior,571256.0,1.0,3.0
3,RGL Carters,571256.0,1.0,4.0
4,UT Khawaja,571256.0,1.0,5.0
5,MJ Cosgrove,571256.0,1.0,6.0
6,CJ Borgas,571256.0,1.0,7.0
7,SJ Coyte (2),571256.0,1.0,8.0
8,A Zampa,571256.0,1.0,9.0
9,GS Sandhu,571256.0,1.0,10.0
0,SE Marsh,571256.0,2.0,1.0
1,HH Gibbs,571256.0,2.0,2.0
2,MJ North,571256.0,2.0,3.0
0,LJ Wright,571258.0,1.0,1.0
1,BJ Hodge,571258.0,1.0,2.0
2,GJ Maxwell,571258.0,1.0,3.0
3,DJ Hussey,571258.0,1.0,4.0
4,CL White,571258.0,1.0,5.0
5,RJ Quiney,571258.0,1.0,6.0
6,JP Faulkner,571258.0,1.0,7.0
7,JW Hastings,571258.0,1.0,8.0
8,CJ McKay,571258.0,1.0,9.0
9,SL Malinga,571258.0,1.0,10.0
0,AJ Finch,571258.0,2.0,1.0
1,AJ Doolan,571258.0,2.0,2.0
2,MN Samuels,571258.0,2.0,3.0
3,PM Nevill,571258.0,2.0,4.0
0,RJ Quiney,571260.0,1.0,1.0
1,LJ Wright,571260.0,1.0,2.0
2,BJ Hodge,571260.0,1.0,3.0
3,DJ Hussey,571260.0,1.0,4.0
4,GJ Maxwell,571260.0,1.0,5.0
5,CL White,571260.0,1.0,6.0
6,JP Faulkner,571260.0,1.0,7.0
7,JW Hastings,571260.0,1.0,8.0
8,AD Mascarenhas,571260.0,1.0,9.0
0,CH Gayle,571260.0,2.0,1.0
1,SJC Keen,571260.0,2.0,2.0
2,MJ Prior,571260.0,2.0,3.0
3,UT Khawaja,571260.0,2.0,4.0
4,MJ Cosgrove,571260.0,2.0,5.0
5,SA Abbott,571260.0,2.0,6.0
6,RGL Carters,571260.0,2.0,7.0
7,A Zampa,571260.0,2.0,8.0
8,GS Sandhu,571260.0,2.0,9.0
9,LA Doran,571260.0,2.0,10.0
0,SE Marsh,571262.0,1.0,1.0
1,HH Gibbs,571262.0,1.0,2.0
2,AC Voges,571262.0,1.0,3.0
3,NM Coulter-Nile,571262.0,1.0,4.0
4,TIF Triffitt,571262.0,1.0,5.0
5,MJ North,571262.0,1.0,6.0
0,TM Head,571262.0,2.0,1.0
1,M Klinger,571262.0,2.0,2.0
2,TP Ludeman,571262.0,2.0,3.0
3,CJ Ferguson,571262.0,2.0,4.0
4,NJ Reardon,571262.0,2.0,5.0
5,J Botha,571262.0,2.0,6.0
6,KW Richardson,571262.0,2.0,7.0
7,CJ Boyce,571262.0,2.0,8.0
8,NM Lyon,571262.0,2.0,9.0
9,BE Young,571262.0,2.0,10.0
10,SW Tait,571262.0,2.0,11.0
0,LA Pomersbach,571264.0,1.0,1.0
1,PJ Forrest,571264.0,1.0,2.0
2,JA Burns,571264.0,1.0,3.0
3,DT Christian,571264.0,1.0,4.0
4,CA Lynn,571264.0,1.0,5.0
0,AJ Finch,571264.0,2.0,1.0
1,AD Hales,571264.0,2.0,2.0
2,AJ Doolan,571264.0,2.0,3.0
3,BJ Rohrer,571264.0,2.0,4.0
4,TLW Cooper,571264.0,2.0,5.0
5,PM Nevill,571264.0,2.0,6.0
6,WD Sheridan,571264.0,2.0,7.0
7,NJ Rimmington,571264.0,2.0,8.0
8,AW O'Brien,571264.0,2.0,9.0
9,DJ Pattinson,571264.0,2.0,10.0
0,CL White,571265.0,1.0,1.0
1,LJ Wright,571265.0,1.0,2.0
2,BJ Hodge,571265.0,1.0,3.0
3,RJ Quiney,571265.0,1.0,4.0
0,SE Marsh,571265.0,2.0,1.0
1,HH Gibbs,571265.0,2.0,2.0
2,NM Coulter-Nile,571265.0,2.0,3.0
3,AC Voges,571265.0,2.0,4.0
4,MEK Hussey,571265.0,2.0,5.0
0,LA Pomersbach,571266.0,1.0,1.0
1,PJ Forrest,571266.0,1.0,2.0
2,JA Burns,571266.0,1.0,3.0
3,DT Christian,571266.0,1.0,4.0
4,CA Lynn,571266.0,1.0,5.0
5,BCJ Cutting,571266.0,1.0,6.0
6,CD Hartley,571266.0,1.0,7.0
0,MP Stoinis,571266.0,2.0,1.0
1,SE Marsh,571266.0,2.0,2.0
2,MJ North,571266.0,2.0,3.0
3,AC Voges,571266.0,2.0,4.0
4,NM Coulter-Nile,571266.0,2.0,5.0
5,MEK Hussey,571266.0,2.0,6.0
6,SM Katich,571266.0,2.0,7.0
7,AC Thomas,571266.0,2.0,8.0
8,GB Hogg,571266.0,2.0,9.0
9,JP Behrendorff,571266.0,2.0,10.0
10,MA Beer,571266.0,2.0,11.0
0,JR Hopes,571259.0,1.0,1.0
1,LA Pomersbach,571259.0,1.0,2.0
2,JA Burns,571259.0,1.0,3.0
3,DT Christian,571259.0,1.0,4.0
4,CA Lynn,571259.0,1.0,5.0
5,BCJ Cutting,571259.0,1.0,6.0
6,PJ Forrest,571259.0,1.0,7.0
7,CD Hartley,571259.0,1.0,8.0
8,NM Hauritz,571259.0,1.0,9.0
9,KAJ Roach,571259.0,1.0,10.0
0,BJ Haddin,571259.0,2.0,1.0
1,MJ Lumb,571259.0,2.0,2.0
2,NJ Maddinson,571259.0,2.0,3.0
3,MC Henriques,571259.0,2.0,4.0
4,SPD Smith,571259.0,2.0,5.0
5,DP Hughes,571259.0,2.0,6.0
6,SNJ O'Keefe,571259.0,2.0,7.0
0,JW Wells,524924.0,1.0,1.0
1,PA Jaques,524924.0,1.0,2.0
2,TR Birt,524924.0,1.0,3.0
3,OA Shah,524924.0,1.0,4.0
4,TIF Triffitt,524924.0,1.0,5.0
5,MJ Johnston,524924.0,1.0,6.0
0,AC Blizzard,524924.0,2.0,1.0
1,M Klinger,524924.0,2.0,2.0
2,AJ Crosthwaite,524924.0,2.0,3.0
3,CJ Ferguson,524924.0,2.0,4.0
4,CJ Borgas,524924.0,2.0,5.0
5,TLW Cooper,524924.0,2.0,6.0
6,J Botha,524924.0,2.0,7.0
7,KW Richardson,524924.0,2.0,8.0
8,AW O'Brien,524924.0,2.0,9.0
9,AC Thomas,524924.0,2.0,10.0
0,AJ Finch,524926.0,1.0,1.0
1,BJ Hodge,524926.0,1.0,2.0
2,Shahid Afridi,524926.0,1.0,3.0
3,GJ Maxwell,524926.0,1.0,4.0
4,NJ Reardon,524926.0,1.0,5.0
5,Abdul Razzaq,524926.0,1.0,6.0
6,AB McDonald,524926.0,1.0,7.0
7,GA Manou,524926.0,1.0,8.0
0,TD Cruickshank,524926.0,2.0,1.0
1,CH Gayle,524926.0,2.0,2.0
2,UT Khawaja,524926.0,2.0,3.0
3,DLR Smith,524926.0,2.0,4.0
4,BR Dunk,524926.0,2.0,5.0
5,JS Floros,524926.0,2.0,6.0
6,LR Butterworth,524926.0,2.0,7.0
7,SA Abbott,524926.0,2.0,8.0
0,BB McCullum,524915.0,1.0,1.0
1,ML Hayden,524915.0,1.0,2.0
2,JR Hopes,524915.0,1.0,3.0
3,CA Lynn,524915.0,1.0,4.0
4,DT Christian,524915.0,1.0,5.0
5,AW Robinson,524915.0,1.0,6.0
6,PJ Forrest,524915.0,1.0,7.0
7,CD Hartley,524915.0,1.0,8.0
8,ND Buchanan,524915.0,1.0,9.0
0,BJ Haddin,524915.0,2.0,1.0
1,MJ Lumb,524915.0,2.0,2.0
2,NJ Maddinson,524915.0,2.0,3.0
3,SPD Smith,524915.0,2.0,4.0
4,MC Henriques,524915.0,2.0,5.0
0,RJ Quiney,524916.0,1.0,1.0
1,MS Wade,524916.0,1.0,2.0
2,GJ Bailey,524916.0,1.0,3.0
3,DJ Hussey,524916.0,1.0,4.0
4,CL White,524916.0,1.0,5.0
5,AC Voges,524916.0,1.0,6.0
6,LJ Wright,524916.0,1.0,7.0
7,JP Faulkner,524916.0,1.0,8.0
8,CJ McKay,524916.0,1.0,9.0
0,DA Warner,524916.0,2.0,1.0
1,CH Gayle,524916.0,2.0,2.0
2,UT Khawaja,524916.0,2.0,3.0
3,DLR Smith,524916.0,2.0,4.0
4,CA Philipson,524916.0,2.0,5.0
5,BR Dunk,524916.0,2.0,6.0
0,DJ Harris,524917.0,1.0,1.0
1,M Klinger,524917.0,1.0,2.0
2,CJ Ferguson,524917.0,1.0,3.0
3,AC Blizzard,524917.0,1.0,4.0
4,AJ Crosthwaite,524917.0,1.0,5.0
5,CJ Borgas,524917.0,1.0,6.0
0,AJ Finch,524917.0,2.0,1.0
1,MJ Buchanan,524917.0,2.0,2.0
2,GJ Maxwell,524917.0,2.0,3.0
3,Shahid Afridi,524917.0,2.0,4.0
4,AB McDonald,524917.0,2.0,5.0
5,NJ Reardon,524917.0,2.0,6.0
6,Abdul Razzaq,524917.0,2.0,7.0
7,AK Heal,524917.0,2.0,8.0
8,GA Manou,524917.0,2.0,9.0
9,DP Nannes,524917.0,2.0,10.0
10,SW Tait,524917.0,2.0,11.0
0,PA Jaques,524918.0,1.0,1.0
1,RT Ponting,524918.0,1.0,2.0
2,TR Birt,524918.0,1.0,3.0
3,OA Shah,524918.0,1.0,4.0
4,TIF Triffitt,524918.0,1.0,5.0
5,RJG Lockyear,524918.0,1.0,6.0
6,JJ Krejza,524918.0,1.0,7.0
7,Naved-ul-Hasan,524918.0,1.0,8.0
8,XJ Doherty,524918.0,1.0,9.0
9,BW Hilfenhaus,524918.0,1.0,10.0
10,B Laughlin,524918.0,1.0,11.0
0,HH Gibbs,524918.0,2.0,1.0
1,MJ North,524918.0,2.0,2.0
2,SM Katich,524918.0,2.0,3.0
3,MEK Hussey,524918.0,2.0,4.0
4,PD Collingwood,524918.0,2.0,5.0
5,MR Marsh,524918.0,2.0,6.0
6,L Ronchi,524918.0,2.0,7.0
7,GB Hogg,524918.0,2.0,8.0
8,NJ Rimmington,524918.0,2.0,9.0
9,MA Beer,524918.0,2.0,10.0
0,RJ Quiney,524919.0,1.0,1.0
1,MS Wade,524919.0,1.0,2.0
2,GJ Bailey,524919.0,1.0,3.0
3,DJ Hussey,524919.0,1.0,4.0
4,CL White,524919.0,1.0,5.0
5,AC Voges,524919.0,1.0,6.0
6,LJ Wright,524919.0,1.0,7.0
0,BB McCullum,524919.0,2.0,1.0
1,ML Hayden,524919.0,2.0,2.0
2,CA Lynn,524919.0,2.0,3.0
3,PJ Forrest,524919.0,2.0,4.0
4,DT Christian,524919.0,2.0,5.0
5,AW Robinson,524919.0,2.0,6.0
6,MG Neser,524919.0,2.0,7.0
7,ND Buchanan,524919.0,2.0,8.0
8,RJ Harris,524919.0,2.0,9.0
0,JW Wells,524920.0,1.0,1.0
1,PA Jaques,524920.0,1.0,2.0
2,TR Birt,524920.0,1.0,3.0
3,OA Shah,524920.0,1.0,4.0
0,PM Nevill,524920.0,2.0,1.0
1,MJ Lumb,524920.0,2.0,2.0
2,SPD Smith,524920.0,2.0,3.0
3,NJ Maddinson,524920.0,2.0,4.0
4,MC Henriques,524920.0,2.0,5.0
5,DJ Bravo,524920.0,2.0,6.0
6,DJ Thornely,524920.0,2.0,7.0
7,B Lee,524920.0,2.0,8.0
8,JR Hazlewood,524920.0,2.0,9.0
9,MA Starc,524920.0,2.0,10.0
10,SCG MacGill,524920.0,2.0,11.0
0,AJ Finch,524921.0,1.0,1.0
1,AB McDonald,524921.0,1.0,2.0
2,GJ Maxwell,524921.0,1.0,3.0
3,NJ Reardon,524921.0,1.0,4.0
4,Abdul Razzaq,524921.0,1.0,5.0
0,HH Gibbs,524921.0,2.0,1.0
1,SE Marsh,524921.0,2.0,2.0
2,MR Marsh,524921.0,2.0,3.0
3,L Ronchi,524921.0,2.0,4.0
0,M Klinger,524922.0,1.0,1.0
1,DJ Harris,524922.0,1.0,2.0
2,AC Blizzard,524922.0,1.0,3.0
3,CJ Ferguson,524922.0,1.0,4.0
4,CJ Borgas,524922.0,1.0,5.0
5,J Botha,524922.0,1.0,6.0
6,AJ Crosthwaite,524922.0,1.0,7.0
7,KW Richardson,524922.0,1.0,8.0
8,AW O'Brien,524922.0,1.0,9.0
0,DLR Smith,524922.0,2.0,1.0
1,CH Gayle,524922.0,2.0,2.0
2,UT Khawaja,524922.0,2.0,3.0
3,BR Dunk,524922.0,2.0,4.0
4,CA Philipson,524922.0,2.0,5.0
5,JS Floros,524922.0,2.0,6.0
0,MJ Lumb,524923.0,1.0,1.0
1,DJ Bravo,524923.0,1.0,2.0
2,NJ Maddinson,524923.0,1.0,3.0
3,SPD Smith,524923.0,1.0,4.0
4,MC Henriques,524923.0,1.0,5.0
5,BJ Rohrer,524923.0,1.0,6.0
6,PM Nevill,524923.0,1.0,7.0
7,DJ Thornely,524923.0,1.0,8.0
8,B Lee,524923.0,1.0,9.0
9,MA Starc,524923.0,1.0,10.0
0,RJ Quiney,524923.0,2.0,1.0
1,MS Wade,524923.0,2.0,2.0
2,GJ Bailey,524923.0,2.0,3.0
3,DJ Hussey,524923.0,2.0,4.0
4,CL White,524923.0,2.0,5.0
5,AC Voges,524923.0,2.0,6.0
6,LJ Wright,524923.0,2.0,7.0
7,JP Faulkner,524923.0,2.0,8.0
8,CP Simpson,524923.0,2.0,9.0
9,CJ McKay,524923.0,2.0,10.0
0,HH Gibbs,524925.0,1.0,1.0
1,MJ North,524925.0,1.0,2.0
2,MR Marsh,524925.0,1.0,3.0
3,SM Katich,524925.0,1.0,4.0
4,L Ronchi,524925.0,1.0,5.0
5,NJ Rimmington,524925.0,1.0,6.0
6,PD Collingwood,524925.0,1.0,7.0
7,NM Coulter-Nile,524925.0,1.0,8.0
8,GB Hogg,524925.0,1.0,9.0
9,MA Beer,524925.0,1.0,10.0
0,CA Lynn,524925.0,2.0,1.0
1,ML Hayden,524925.0,2.0,2.0
2,PJ Forrest,524925.0,2.0,3.0
3,AW Robinson,524925.0,2.0,4.0
4,DT Christian,524925.0,2.0,5.0
5,RE van der Merwe,524925.0,2.0,6.0
6,MG Neser,524925.0,2.0,7.0
7,CD Hartley,524925.0,2.0,8.0
0,DLR Smith,524927.0,1.0,1.0
1,CH Gayle,524927.0,1.0,2.0
2,SA Abbott,524927.0,1.0,3.0
3,UT Khawaja,524927.0,1.0,4.0
4,BR Dunk,524927.0,1.0,5.0
5,JS Floros,524927.0,1.0,6.0
6,TD Cruickshank,524927.0,1.0,7.0
7,SJ Coyte (2),524927.0,1.0,8.0
8,LR Butterworth,524927.0,1.0,9.0
9,FH Edwards,524927.0,1.0,10.0
0,JW Wells,524927.0,2.0,1.0
1,PA Jaques,524927.0,2.0,2.0
2,TR Birt,524927.0,2.0,3.0
3,OA Shah,524927.0,2.0,4.0
4,TIF Triffitt,524927.0,2.0,5.0
5,RJG Lockyear,524927.0,2.0,6.0
6,MJ Johnston,524927.0,2.0,7.0
0,DJ Bravo,524928.0,1.0,1.0
1,MJ Lumb,524928.0,1.0,2.0
2,NJ Maddinson,524928.0,1.0,3.0
3,SPD Smith,524928.0,1.0,4.0
4,MC Henriques,524928.0,1.0,5.0
5,BJ Rohrer,524928.0,1.0,6.0
6,PM Nevill,524928.0,1.0,7.0
7,DJ Thornely,524928.0,1.0,8.0
0,AJ Finch,524928.0,2.0,1.0
1,BJ Hodge,524928.0,2.0,2.0
2,GJ Maxwell,524928.0,2.0,3.0
3,AB McDonald,524928.0,2.0,4.0
0,MJ Lumb,524933.0,1.0,1.0
1,MC Henriques,524933.0,1.0,2.0
2,NJ Maddinson,524933.0,1.0,3.0
3,SPD Smith,524933.0,1.0,4.0
4,BJ Rohrer,524933.0,1.0,5.0
5,PM Nevill,524933.0,1.0,6.0
6,IA Moran,524933.0,1.0,7.0
7,B Lee,524933.0,1.0,8.0
0,UT Khawaja,524933.0,2.0,1.0
1,CH Gayle,524933.0,2.0,2.0
2,DLR Smith,524933.0,2.0,3.0
3,BR Dunk,524933.0,2.0,4.0
4,JS Floros,524933.0,2.0,5.0
0,RJ Quiney,524935.0,1.0,1.0
1,LJ Wright,524935.0,1.0,2.0
2,CL White,524935.0,1.0,3.0
3,MS Wade,524935.0,1.0,4.0
4,DJ Hussey,524935.0,1.0,5.0
0,PA Jaques,524935.0,2.0,1.0
1,RJG Lockyear,524935.0,2.0,2.0
2,TR Birt,524935.0,2.0,3.0
3,OA Shah,524935.0,2.0,4.0
4,TIF Triffitt,524935.0,2.0,5.0
5,MJ Johnston,524935.0,2.0,6.0
6,Naved-ul-Hasan,524935.0,2.0,7.0
7,MG Hogan,524935.0,2.0,8.0
8,JW Wells,524935.0,2.0,9.0
9,XJ Doherty,524935.0,2.0,10.0
10,B Laughlin,524935.0,2.0,11.0
0,MJ Lumb,524936.0,1.0,1.0
1,MC Henriques,524936.0,1.0,2.0
2,NJ Maddinson,524936.0,1.0,3.0
3,BJ Rohrer,524936.0,1.0,4.0
4,DJ Thornely,524936.0,1.0,5.0
5,SPD Smith,524936.0,1.0,6.0
6,NL McCullum,524936.0,1.0,7.0
7,PM Nevill,524936.0,1.0,8.0
8,SNJ O'Keefe,524936.0,1.0,9.0
0,M Klinger,524936.0,2.0,1.0
1,AC Blizzard,524936.0,2.0,2.0
2,DJ Harris,524936.0,2.0,3.0
3,TLW Cooper,524936.0,2.0,4.0
4,CJ Borgas,524936.0,2.0,5.0
5,AW O'Brien,524936.0,2.0,6.0
6,AJ Crosthwaite,524936.0,2.0,7.0
7,BG Drew,524936.0,2.0,8.0
8,DR Salpietro,524936.0,2.0,9.0
9,KW Richardson,524936.0,2.0,10.0
10,AC Thomas,524936.0,2.0,11.0
0,AW Robinson,524938.0,1.0,1.0
1,CA Lynn,524938.0,1.0,2.0
2,ML Hayden,524938.0,1.0,3.0
3,DT Christian,524938.0,1.0,4.0
4,PJ Forrest,524938.0,1.0,5.0
5,RE van der Merwe,524938.0,1.0,6.0
6,DL Vettori,524938.0,1.0,7.0
7,MG Neser,524938.0,1.0,8.0
0,Shahid Afridi,524938.0,2.0,1.0
1,BJ Hodge,524938.0,2.0,2.0
2,AJ Finch,524938.0,2.0,3.0
3,AB McDonald,524938.0,2.0,4.0
4,NJ Reardon,524938.0,2.0,5.0
5,Abdul Razzaq,524938.0,2.0,6.0
6,GJ Maxwell,524938.0,2.0,7.0
7,GA Manou,524938.0,2.0,8.0
8,SM Harwood,524938.0,2.0,9.0
9,AK Heal,524938.0,2.0,10.0
10,DP Nannes,524938.0,2.0,11.0
0,BB McCullum,524939.0,1.0,1.0
1,ML Hayden,524939.0,1.0,2.0
2,AW Robinson,524939.0,1.0,3.0
3,DT Christian,524939.0,1.0,4.0
4,PJ Forrest,524939.0,1.0,5.0
5,CA Lynn,524939.0,1.0,6.0
0,UT Khawaja,524939.0,2.0,1.0
1,CH Gayle,524939.0,2.0,2.0
2,TD Cruickshank,524939.0,2.0,3.0
3,BR Dunk,524939.0,2.0,4.0
4,DLR Smith,524939.0,2.0,5.0
5,TJ Armstrong,524939.0,2.0,6.0
6,SA Abbott,524939.0,2.0,7.0
7,MR Day,524939.0,2.0,8.0
0,DJ Harris,524942.0,1.0,1.0
1,M Klinger,524942.0,1.0,2.0
2,AC Blizzard,524942.0,1.0,3.0
3,CJ Ferguson,524942.0,1.0,4.0
4,JEC Franklin,524942.0,1.0,5.0
5,TLW Cooper,524942.0,1.0,6.0
6,AJ Crosthwaite,524942.0,1.0,7.0
7,AW O'Brien,524942.0,1.0,8.0
8,AC Thomas,524942.0,1.0,9.0
9,NM Lyon,524942.0,1.0,10.0
0,RJ Quiney,524942.0,2.0,1.0
1,LJ Wright,524942.0,2.0,2.0
2,AC Voges,524942.0,2.0,3.0
3,DJ Hussey,524942.0,2.0,4.0
4,CL White,524942.0,2.0,5.0
5,GJ Bailey,524942.0,2.0,6.0
0,HH Gibbs,524943.0,1.0,1.0
1,MJ North,524943.0,1.0,2.0
2,PD Collingwood,524943.0,1.0,3.0
3,MR Marsh,524943.0,1.0,4.0
4,L Ronchi,524943.0,1.0,5.0
0,RJ Quiney,524943.0,2.0,1.0
1,JP Faulkner,524943.0,2.0,2.0
2,LJ Wright,524943.0,2.0,3.0
3,AC Voges,524943.0,2.0,4.0
4,DJ Hussey,524943.0,2.0,5.0
5,CL White,524943.0,2.0,6.0
6,GJ Bailey,524943.0,2.0,7.0
7,MS Wade,524943.0,2.0,8.0
8,CJ McKay,524943.0,2.0,9.0
9,JM Bird,524943.0,2.0,10.0
0,HH Gibbs,524930.0,1.0,1.0
1,MJ North,524930.0,1.0,2.0
2,SM Katich,524930.0,1.0,3.0
3,MR Marsh,524930.0,1.0,4.0
4,L Ronchi,524930.0,1.0,5.0
5,PD Collingwood,524930.0,1.0,6.0
6,NM Coulter-Nile,524930.0,1.0,7.0
7,NJ Rimmington,524930.0,1.0,8.0
8,GB Hogg,524930.0,1.0,9.0
9,MA Beer,524930.0,1.0,10.0
10,BM Edmondson,524930.0,1.0,11.0
0,RJ Quiney,524930.0,2.0,1.0
1,CL White,524930.0,2.0,2.0
2,GJ Bailey,524930.0,2.0,3.0
3,DJ Hussey,524930.0,2.0,4.0
4,MS Wade,524930.0,2.0,5.0
5,LJ Wright,524930.0,2.0,6.0
6,JP Faulkner,524930.0,2.0,7.0
0,HH Gibbs,524934.0,1.0,1.0
1,MJ North,524934.0,1.0,2.0
2,MR Marsh,524934.0,1.0,3.0
3,PD Collingwood,524934.0,1.0,4.0
4,SM Katich,524934.0,1.0,5.0
5,L Ronchi,524934.0,1.0,6.0
6,NJ Rimmington,524934.0,1.0,7.0
0,DJ Harris,524934.0,2.0,1.0
1,M Klinger,524934.0,2.0,2.0
2,AJ Crosthwaite,524934.0,2.0,3.0
3,CJ Ferguson,524934.0,2.0,4.0
4,TLW Cooper,524934.0,2.0,5.0
5,CJ Borgas,524934.0,2.0,6.0
6,BG Drew,524934.0,2.0,7.0
7,DR Salpietro,524934.0,2.0,8.0
8,AW O'Brien,524934.0,2.0,9.0
9,AC Thomas,524934.0,2.0,10.0
10,JM Muirhead,524934.0,2.0,11.0
0,AJ Finch,524940.0,1.0,1.0
1,BJ Hodge,524940.0,1.0,2.0
2,NJ Reardon,524940.0,1.0,3.0
3,Shahid Afridi,524940.0,1.0,4.0
4,AB McDonald,524940.0,1.0,5.0
5,WD Sheridan,524940.0,1.0,6.0
0,JW Wells,524940.0,2.0,1.0
1,MJ Cosgrove,524940.0,2.0,2.0
2,TR Birt,524940.0,2.0,3.0
3,OA Shah,524940.0,2.0,4.0
4,PA Jaques,524940.0,2.0,5.0
0,BJ Haddin,524941.0,1.0,1.0
1,NJ Maddinson,524941.0,1.0,2.0
2,MJ Lumb,524941.0,1.0,3.0
3,MC Henriques,524941.0,1.0,4.0
4,SPD Smith,524941.0,1.0,5.0
5,BJ Rohrer,524941.0,1.0,6.0
6,DJ Thornely,524941.0,1.0,7.0
7,NL McCullum,524941.0,1.0,8.0
8,SNJ O'Keefe,524941.0,1.0,9.0
9,B Lee,524941.0,1.0,10.0
10,MA Starc,524941.0,1.0,11.0
0,SE Marsh,524941.0,2.0,1.0
1,MJ North,524941.0,2.0,2.0
2,MR Marsh,524941.0,2.0,3.0
3,PD Collingwood,524941.0,2.0,4.0
4,SM Katich,524941.0,2.0,5.0
5,L Ronchi,524941.0,2.0,6.0
6,NM Coulter-Nile,524941.0,2.0,7.0
0,MC Henriques,524944.0,1.0,1.0
1,NJ Maddinson,524944.0,1.0,2.0
2,SNJ O'Keefe,524944.0,1.0,3.0
3,SPD Smith,524944.0,1.0,4.0
4,BJ Rohrer,524944.0,1.0,5.0
5,PM Nevill,524944.0,1.0,6.0
6,DJ Thornely,524944.0,1.0,7.0
7,NL McCullum,524944.0,1.0,8.0
0,JW Wells,524944.0,2.0,1.0
1,PA Jaques,524944.0,2.0,2.0
2,TR Birt,524944.0,2.0,3.0
3,OA Shah,524944.0,2.0,4.0
4,TIF Triffitt,524944.0,2.0,5.0
5,MJ Johnston,524944.0,2.0,6.0
6,Naved-ul-Hasan,524944.0,2.0,7.0
7,JJ Krejza,524944.0,2.0,8.0
8,MG Hogan,524944.0,2.0,9.0
0,HH Gibbs,524945.0,1.0,1.0
1,L Ronchi,524945.0,1.0,2.0
2,MR Marsh,524945.0,1.0,3.0
3,MJ North,524945.0,1.0,4.0
