,Name,player,Team,Home_f,Round,Full_Name,season_fp_lag1,avg_season_fp_lag1,max_season_fp_lag1,min_season_fp_lag1,med_season_fp_lag1,sd_season_fp_lag1,match_cnt_lag1,season_fp_lag2,avg_season_fp_lag2,max_season_fp_lag2,min_season_fp_lag2,med_season_fp_lag2,sd_season_fp_lag2,match_cnt_lag2,season_fp_lag3,avg_season_fp_lag3,max_season_fp_lag3,min_season_fp_lag3,med_season_fp_lag3,sd_season_fp_lag3,match_cnt_lag3,season,rank,Opposition,Venue,opp_Adelaide Strikers,opp_Brisbane Heat,opp_Hobart Hurricanes,opp_Melbourne Renegades,opp_Melbourne Stars,opp_Perth Scorchers,opp_Sydney Sixers,opp_Sydney Thunder,venue_Adelaide Oval,venue_GABBA,venue_Hobart,venue_Marvel,venue_Melbourne Cricket Ground,venue_Other,venue_Perth Stadium,venue_SCG,venue_Sydney Showground,rank_group_High,rank_group_Low,rank_group_Middle,Home_Adelaide Strikers,Home_Melbourne Stars,Home_Melbourne Renegades,Home_Brisbane Heat,Home_Perth Scorchers,Home_Sydney Sixers,Home_Sydney Thunder,Home_Hobart Hurricanes,Game,prev_game_fp,last_2g_avg_fp,curr_seas_total_fp,curr_seas_avg_fp,curr_seas_max_fp,curr_seas_min_fp,curr_seas_std_fp,match_cnt,over_1_f,over_2_f,over_3_f,over_4_f,over_5_f,over_6_f,over_7_f,over_8_f,over_9_f,over_10_f,over_11_f,over_12_f,over_13_f,over_14_f,over_15_f,over_16_f,over_17_f,over_18_f,over_19_f,over_20_f,bat_position_1.0,bat_position_2.0,bat_position_3.0,bat_position_4.0,bat_position_5.0,bat_position_6.0,bat_position_7.0,bat_position_8.0,bat_position_9.0,bat_position_10.0,bat_position_11.0,bat_position_DNB,exp_pts
10,Ashton Agar,AC Agar,Perth Scorchers,1,1,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,8,Melbourne Stars,Perth Stadium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,36.215804999999996
11,Ashton Agar,AC Agar,Perth Scorchers,0,2,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,7,Hobart Hurricanes,Hobart,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,34.91481
12,Ashton Agar,AC Agar,Perth Scorchers,0,2,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,4,Melbourne Renegades,Marvel,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,35.651334999999996
13,Ashton Agar,AC Agar,Perth Scorchers,1,3,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,3,Brisbane Heat,Perth Stadium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,34.82685500000001
14,Ashton Agar,AC Agar,Perth Scorchers,0,4,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,6,Adelaide Strikers,Adelaide Oval,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,35.765249999999995
15,Ashton Agar,AC Agar,Perth Scorchers,1,5,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,5,Sydney Thunder,Perth Stadium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,34.28582500000001
16,Ashton Agar,AC Agar,Perth Scorchers,1,6,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,4,Melbourne Renegades,Perth Stadium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,34.73634500000001
17,Ashton Agar,AC Agar,Perth Scorchers,0,7,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,1,Sydney Sixers,SCG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,30.34989500000003
18,Ashton Agar,AC Agar,Perth Scorchers,0,8,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,5,Sydney Thunder,Sydney Showground,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,35.02331
19,Ashton Agar,AC Agar,Perth Scorchers,1,9,Ashton Agar,307.0,34.111111111111114,143.0,2.0,12.0,45.77511453957391,9.0,311.0,31.1,64.0,7.0,30.5,18.4779147452664,10.0,875.0,58.333333333333336,107.0,10.0,57.0,26.326701998071044,15.0,14,6,Adelaide Strikers,Perth Stadium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,101.0,75.5,223.0,55.75,101.0,32.0,31.052375110448477,4.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,34.731795000000005
20,Wes Agar,WA Agar,Sydney Thunder,0,1,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,6,Adelaide Strikers,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.701589999999996
21,Wes Agar,WA Agar,Sydney Thunder,1,2,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,1,Sydney Sixers,Sydney Showground,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.54223999999996
22,Wes Agar,WA Agar,Sydney Thunder,0,3,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,8,Melbourne Stars,Other,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.59659499999999
23,Wes Agar,WA Agar,Sydney Thunder,1,4,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,4,Melbourne Renegades,Sydney Showground,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.070109999999985
24,Wes Agar,WA Agar,Sydney Thunder,0,5,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,2,Perth Scorchers,Perth Stadium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.165819999999954
25,Wes Agar,WA Agar,Sydney Thunder,0,6,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,3,Brisbane Heat,GABBA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.46663999999998
26,Wes Agar,WA Agar,Sydney Thunder,1,6,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,7,Hobart Hurricanes,Sydney Showground,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.02859499999999
27,Wes Agar,WA Agar,Sydney Thunder,0,7,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,7,Hobart Hurricanes,Hobart,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.21761499999999
28,Wes Agar,WA Agar,Sydney Thunder,1,8,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,2,Perth Scorchers,Sydney Showground,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.48975999999996
29,Wes Agar,WA Agar,Sydney Thunder,0,9,Wes Agar,60.0,15.0,25.0,4.0,15.5,10.099504938362076,4.0,679.0,52.23076923076923,131.0,2.0,48.0,44.29287724182044,13.0,308.0,44.0,106.0,2.0,20.0,44.25306015783918,7.0,14,1,Sydney Sixers,SCG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,102.0,102.0,102.0,102.0,102.0,102.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.36577999999996
30,Finn Allen,Finn Allen,Perth Scorchers,1,1,Finn Allen,,,,,,,,,,,,,,,,,,,,,,14,8,Melbourne Stars,Perth Stadium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,20.0,10.0,30.0,7.5,20.0,0.0,8.698658900466592,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.145170000000025
