match_id,player,season,team,power_surge_flag,opp_Adelaide Strikers,opp_Brisbane Heat,opp_Hobart Hurricanes,opp_Melbourne Renegades,opp_Melbourne Stars,opp_Perth Scorchers,opp_Sydney Sixers,opp_Sydney Thunder
1226833,MT Renshaw,10,Adelaide Strikers,0,0,0,0,1,0,0,0,0
1226833,PD Salt,10,Adelaide Strikers,0,0,0,0,1,0,0,0,0
1226833,PM Siddle,10,Adelaide Strikers,0,0,0,0,1,0,0,0,0
1226833,Rashid Khan,10,Adelaide Strikers,0,0,0,0,1,0,0,0,0
1226833,RJ Gibson,10,Adelaide Strikers,0,0,0,0,1,0,0,0,0
1226833,WA Agar,10,Adelaide Strikers,0,0,0,0,1,0,0,0,0
1226833,AJ Finch,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,BJ Webster,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,Imad Wasim,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,J Fraser-McGurk,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,JA Prestwidge,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,JK Lalor,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,KW Richardson,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,Mohammad Nabi,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,MW Harvey,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,Noor Ahmad,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226833,SB Harper,10,Melbourne Renegades,0,1,0,0,0,0,0,0,0
1226834,BR McDermott,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,DJ Malan,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,DJM Short,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,MS Wade,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,NT Ellis,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,PSP Handscomb,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,RP Meredith,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,S Lamichhane,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,SM Boland,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,TH David,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
